Order ID,Unit Price,Production Charges,Amount,Profit,Profit Percentage,Profit and Loss,Quantity,Product Standard,Category,Sub-Category,PaymentMode
B-25708,16,40,32,-8,-25.00%,Loss,2,Low Cost Product,Clothing,Stole,COD
B-25651,14.67,52,44,-8,-18.18%,Loss,3,Low Cost Product,Clothing,Stole,UPI
B-25616,23.2,172,116,-56,-48.28%,Loss,5,Low Cost Product,Clothing,Stole,Credit Card
B-25827,52,135,156,21,13.46%,Profit,3,Low Cost Product,Furniture,Chairs,COD
B-25996,10.33,56,62,6,9.68%,Profit,6,Low Cost Product,Clothing,Skirt,COD
B-25830,27,53,54,1,1.85%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-25951,12.33,100,111,11,9.91%,Profit,9,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25713,39.5,221,158,-63,-39.87%,Loss,4,Low Cost Product,Furniture,Chairs,UPI
B-25678,3.5,10,7,-3,-42.86%,Loss,2,Low Cost Product,Clothing,Skirt,UPI
B-25901,30.5,33,61,28,45.90%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25798,15.25,111,61,-50,-81.97%,Loss,4,Low Cost Product,Clothing,Hankerchief,COD
B-25902,38.5,128,154,26,16.88%,Profit,4,Low Cost Product,Electronics,Accessories,COD
B-25851,20.67,61,62,1,1.61%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25944,56.33,131,169,38,22.49%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-25939,30.5,43,61,18,29.51%,Profit,2,Low Cost Product,Electronics,Accessories,COD
B-25656,30.5,84,61,-23,-37.70%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25695,19,157,171,14,8.19%,Profit,9,Low Cost Product,Clothing,Shirt,Debit Card
B-25781,7.5,109,60,-49,-81.67%,Loss,8,Low Cost Product,Clothing,Hankerchief,COD
B-25783,25,36,25,-11,-44.00%,Loss,1,Low Cost Product,Clothing,Stole,UPI
B-25867,40.75,137,163,26,15.95%,Profit,4,Low Cost Product,Clothing,Shirt,COD
B-25993,173,87,173,86,49.71%,Profit,1,Low Cost Product,Electronics,Printers,Debit Card
B-25755,128.5,260,257,-3,-1.17%,Loss,2,Low Cost Product,Furniture,Bookcases,UPI
B-25880,54,71,108,37,34.26%,Profit,2,Low Cost Product,Clothing,Stole,Credit Card
B-25941,44.25,136,177,41,23.16%,Profit,4,Low Cost Product,Clothing,Shirt,Debit Card
B-25757,15.14,91,106,15,14.15%,Profit,7,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25754,8.2,55,41,-14,-34.15%,Loss,5,Low Cost Product,Clothing,Leggings,UPI
B-25653,56,178,168,-10,-5.95%,Loss,3,Low Cost Product,Electronics,Accessories,UPI
B-25821,15,39,60,21,35.00%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25706,7.75,42,31,-11,-35.48%,Loss,4,Low Cost Product,Clothing,Stole,COD
B-26064,89.5,179,179,0,0.00%,Breakeven Point,2,Low Cost Product,Clothing,Saree,Debit Card
B-25803,35.33,94,106,12,11.32%,Profit,3,Low Cost Product,Clothing,Trousers,Credit Card
B-26076,30,47,60,13,21.67%,Profit,2,Low Cost Product,Clothing,T-shirt,COD
B-25603,60,175,180,5,2.78%,Profit,3,Low Cost Product,Clothing,Trousers,Debit Card
B-25903,30,70,60,-10,-16.67%,Loss,2,Low Cost Product,Furniture,Furnishings,COD
B-25938,19.67,34,59,25,42.37%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25868,85,97,170,73,42.94%,Profit,2,Low Cost Product,Electronics,Accessories,UPI
B-25956,29.5,49,59,10,16.95%,Profit,2,Low Cost Product,Clothing,Hankerchief,COD
B-25652,3.43,45,24,-21,-87.50%,Loss,7,Low Cost Product,Clothing,Skirt,COD
B-25883,13.13,131,105,-26,-24.76%,Loss,8,Low Cost Product,Clothing,Leggings,Credit Card
B-26096,51.5,57,103,46,44.66%,Profit,2,Low Cost Product,Clothing,Saree,Credit Card
B-25969,28.5,154,171,17,9.94%,Profit,6,Low Cost Product,Clothing,T-shirt,UPI
B-25951,51,89,102,13,12.75%,Profit,2,Low Cost Product,Clothing,Stole,Credit Card
B-25855,49,86,98,12,12.24%,Profit,2,Low Cost Product,Clothing,Hankerchief,Credit Card
B-26091,14.75,49,59,10,16.95%,Profit,4,Low Cost Product,Clothing,Leggings,COD
B-25954,47.25,129,189,60,31.75%,Profit,4,Low Cost Product,Furniture,Furnishings,Debit Card
B-25763,19.33,110,58,-52,-89.66%,Loss,3,Low Cost Product,Furniture,Chairs,COD
B-25945,20,57,60,3,5.00%,Profit,3,Low Cost Product,Clothing,Saree,UPI
B-25740,29,66,58,-8,-13.79%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25818,47,74,94,20,21.28%,Profit,2,Low Cost Product,Furniture,Furnishings,UPI
B-25603,64.33,359,193,-166,-86.01%,Loss,3,Low Cost Product,Clothing,Saree,EMI
B-25964,49.75,199,199,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Stole,EMI
B-25930,22.44,113,202,89,44.06%,Profit,9,Low Cost Product,Clothing,T-shirt,EMI
B-25930,29,41,58,17,29.31%,Profit,2,Low Cost Product,Clothing,Hankerchief,COD
B-25879,28.5,85,57,-28,-49.12%,Loss,2,Low Cost Product,Clothing,Kurti,COD
B-25903,51,298,204,-94,-46.08%,Loss,4,Low Cost Product,Clothing,Hankerchief,EMI
B-25614,49,110,98,-12,-12.24%,Loss,2,Low Cost Product,Electronics,Electronic Games,Credit Card
B-25750,7.33,34,22,-12,-54.55%,Loss,3,Low Cost Product,Clothing,Stole,COD
B-25852,48.5,80,97,17,17.53%,Profit,2,Low Cost Product,Clothing,Stole,Credit Card
B-26008,11.4,33,57,24,42.11%,Profit,5,Low Cost Product,Clothing,Leggings,COD
B-26092,48.5,83,97,14,14.43%,Profit,2,Low Cost Product,Clothing,T-shirt,Credit Card
B-25689,48.5,80,97,17,17.53%,Profit,2,Low Cost Product,Clothing,Stole,Credit Card
B-25730,19.2,74,96,22,22.92%,Profit,5,Low Cost Product,Clothing,Stole,Credit Card
B-25885,47,67,94,27,28.72%,Profit,2,Low Cost Product,Clothing,Shirt,Credit Card
B-25999,26,43,26,-17,-65.38%,Loss,1,Low Cost Product,Clothing,Stole,COD
B-26011,46.5,49,93,44,47.31%,Profit,2,Low Cost Product,Clothing,Stole,Credit Card
B-25754,23.25,158,93,-65,-69.89%,Loss,4,Low Cost Product,Clothing,Stole,Credit Card
B-26030,15.33,87,92,5,5.43%,Profit,6,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25851,28.5,30,57,27,47.37%,Profit,2,Low Cost Product,Clothing,T-shirt,COD
B-25870,19,50,57,7,12.28%,Profit,3,Low Cost Product,Furniture,Furnishings,COD
B-26074,14.25,36,57,21,36.84%,Profit,4,Low Cost Product,Clothing,Leggings,COD
B-25861,42.67,124,128,4,3.13%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25797,17.8,93,89,-4,-4.49%,Loss,5,Low Cost Product,Clothing,Saree,Credit Card
B-25993,31.57,195,221,26,11.76%,Profit,7,Low Cost Product,Furniture,Furnishings,COD
B-25799,68.33,324,205,-119,-58.05%,Loss,3,Low Cost Product,Clothing,Saree,Debit Card
B-25721,38.2,140,191,51,26.70%,Profit,5,Low Cost Product,Clothing,Shirt,UPI
B-26056,51.5,188,206,18,8.74%,Profit,4,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25743,14,56,56,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Hankerchief,COD
B-25854,22,72,88,16,18.18%,Profit,4,Low Cost Product,Clothing,Stole,Credit Card
B-25748,74.67,166,224,58,25.89%,Profit,3,Low Cost Product,Electronics,Phones,UPI
B-25976,48.25,185,193,8,4.15%,Profit,4,Low Cost Product,Clothing,T-shirt,UPI
B-25953,17.4,51,87,36,41.38%,Profit,5,Low Cost Product,Clothing,Stole,Credit Card
B-25996,189,185,189,4,2.12%,Profit,1,Low Cost Product,Clothing,Saree,UPI
B-25717,27.5,88,55,-33,-60.00%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-25865,28.33,86,85,-1,-1.18%,Loss,3,Low Cost Product,Clothing,Saree,Credit Card
B-25959,126,196,252,56,22.22%,Profit,2,Low Cost Product,Electronics,Phones,UPI
B-25855,197,124,197,73,37.06%,Profit,1,Low Cost Product,Furniture,Bookcases,COD
B-25703,8.5,20,17,-3,-17.65%,Loss,2,Low Cost Product,Clothing,Stole,UPI
B-26049,50,72,100,28,28.00%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25755,16,99,80,-19,-23.75%,Loss,5,Low Cost Product,Clothing,Stole,UPI
B-26070,75,46,75,29,38.67%,Profit,1,Low Cost Product,Clothing,Trousers,UPI
B-25755,13,22,26,4,15.38%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-26047,11,43,55,12,21.82%,Profit,5,Low Cost Product,Clothing,Skirt,COD
B-25604,17.44,152,157,5,3.18%,Profit,9,Low Cost Product,Clothing,Saree,UPI
B-25651,50,260,200,-60,-30.00%,Loss,4,Low Cost Product,Furniture,Bookcases,UPI
B-25983,115,225,230,5,2.17%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-26056,71,358,213,-145,-68.08%,Loss,3,Low Cost Product,Furniture,Bookcases,Debit Card
B-25940,27.5,51,55,4,7.27%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25766,110,239,220,-19,-8.64%,Loss,2,Low Cost Product,Clothing,Saree,Debit Card
B-25935,50,118,150,32,21.33%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25970,101.5,119,203,84,41.38%,Profit,2,Low Cost Product,Electronics,Printers,UPI
B-26053,31,62,93,31,33.33%,Profit,3,Low Cost Product,Electronics,Accessories,UPI
B-25947,48.33,255,290,35,12.07%,Profit,6,Low Cost Product,Clothing,Hankerchief,COD
B-25856,48,42,48,6,12.50%,Profit,1,Low Cost Product,Clothing,Saree,COD
B-26030,55.25,186,221,35,15.84%,Profit,4,Low Cost Product,Electronics,Accessories,Debit Card
B-26069,27.5,37,55,18,32.73%,Profit,2,Low Cost Product,Clothing,Kurti,COD
B-25653,28.38,125,227,102,44.93%,Profit,8,Low Cost Product,Electronics,Accessories,Debit Card
B-25627,13.75,94,55,-39,-70.91%,Loss,4,Low Cost Product,Clothing,Stole,COD
B-25947,103.5,174,207,33,15.94%,Profit,2,Low Cost Product,Electronics,Accessories,UPI
B-25801,16,58,64,6,9.38%,Profit,4,Low Cost Product,Clothing,Saree,COD
B-25964,17.8,83,89,6,6.74%,Profit,5,Low Cost Product,Clothing,Saree,COD
B-25950,27,27,54,27,50.00%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25878,28,43,84,41,48.81%,Profit,3,Low Cost Product,Clothing,T-shirt,Credit Card
B-25773,104.5,230,209,-21,-10.05%,Loss,2,Low Cost Product,Electronics,Electronic Games,UPI
B-26081,19.75,46,79,33,41.77%,Profit,4,Low Cost Product,Clothing,Stole,UPI
B-26027,13.5,46,54,8,14.81%,Profit,4,Low Cost Product,Clothing,T-shirt,COD
B-25967,25.44,170,229,59,25.76%,Profit,9,Low Cost Product,Clothing,Saree,Debit Card
B-25901,52.67,120,158,38,24.05%,Profit,3,Low Cost Product,Clothing,Hankerchief,UPI
B-25951,124,143,248,105,42.34%,Profit,2,Low Cost Product,Electronics,Phones,Debit Card
B-25853,99.5,193,199,6,3.02%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-25923,253,264,253,-11,-4.35%,Loss,1,Low Cost Product,Clothing,Trousers,Debit Card
B-25793,64.25,509,257,-252,-98.05%,Loss,4,Low Cost Product,Clothing,Saree,Debit Card
B-26068,38.6,160,193,33,17.10%,Profit,5,Low Cost Product,Electronics,Accessories,COD
B-26080,18.17,74,109,35,32.11%,Profit,6,Low Cost Product,Clothing,T-shirt,COD
B-25843,71.33,184,214,30,14.02%,Profit,3,Low Cost Product,Electronics,Accessories,COD
B-26002,20.14,134,141,7,4.96%,Profit,7,Low Cost Product,Clothing,Saree,COD
B-25993,50.25,169,201,32,15.92%,Profit,4,Low Cost Product,Furniture,Furnishings,UPI
B-26070,13.5,42,54,12,22.22%,Profit,4,Low Cost Product,Clothing,Shirt,COD
B-25887,13.83,77,83,6,7.23%,Profit,6,Low Cost Product,Clothing,Shirt,EMI
B-25654,18,57,54,-3,-5.56%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25898,17.67,48,53,5,9.43%,Profit,3,Low Cost Product,Clothing,T-shirt,COD
B-25664,129,285,258,-27,-10.47%,Loss,2,Low Cost Product,Electronics,Phones,Debit Card
B-26012,99.5,191,199,8,4.02%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-25979,27.33,109,82,-27,-32.93%,Loss,3,Low Cost Product,Clothing,Kurti,EMI
B-26054,46.33,103,139,36,25.90%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25757,26.5,38,53,15,28.30%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25623,13.25,52,53,1,1.89%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25824,50.5,63,101,38,37.62%,Profit,2,Low Cost Product,Furniture,Furnishings,COD
B-25754,131,47,262,215,82.06%,Profit,2,Low Cost Product,Electronics,Printers,Debit Card
B-25693,16.4,121,82,-39,-47.56%,Loss,5,Low Cost Product,Clothing,T-shirt,EMI
B-25638,51.33,115,154,39,25.32%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25922,26,34,52,18,34.62%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25919,266.5,1562,1599,37,2.31%,Profit,6,Low Cost Product,Electronics,Electronic Games,UPI
B-25989,48.29,297,338,41,12.13%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25999,25.5,100,51,-49,-96.08%,Loss,2,Low Cost Product,Electronics,Electronic Games,COD
B-25661,74.67,305,224,-81,-36.16%,Loss,3,Low Cost Product,Furniture,Chairs,COD
B-26099,51.75,170,207,37,17.87%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25866,25.5,37,51,14,27.45%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-26098,27.33,74,82,8,9.76%,Profit,3,Low Cost Product,Electronics,Accessories,EMI
B-26062,25,67,50,-17,-34.00%,Loss,2,Low Cost Product,Clothing,Stole,COD
B-25761,29.22,294,263,-31,-11.79%,Loss,9,Low Cost Product,Electronics,Electronic Games,Debit Card
B-25843,8.33,43,50,7,14.00%,Profit,6,Low Cost Product,Clothing,Skirt,COD
B-25683,61.25,248,245,-3,-1.22%,Loss,4,Low Cost Product,Electronics,Phones,UPI
B-25959,13.67,58,82,24,29.27%,Profit,6,Low Cost Product,Clothing,Hankerchief,EMI
B-25787,28.63,270,229,-41,-17.90%,Loss,8,Low Cost Product,Electronics,Accessories,COD
B-25951,50,36,50,14,28.00%,Profit,1,Low Cost Product,Electronics,Electronic Games,COD
B-26056,110,180,220,40,18.18%,Profit,2,Low Cost Product,Electronics,Accessories,COD
B-25643,131.5,326,263,-63,-23.95%,Loss,2,Low Cost Product,Electronics,Electronic Games,Debit Card
B-26093,16.2,122,81,-41,-50.62%,Loss,5,Low Cost Product,Clothing,Leggings,EMI
B-25775,25,67,50,-17,-34.00%,Loss,2,Low Cost Product,Clothing,Stole,COD
B-26093,12.25,44,49,5,10.20%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25851,26.33,190,237,47,19.83%,Profit,9,Low Cost Product,Clothing,T-shirt,UPI
B-25685,88,294,264,-30,-11.36%,Loss,3,Low Cost Product,Furniture,Furnishings,Debit Card
B-25651,49,46,49,3,6.12%,Profit,1,Low Cost Product,Clothing,Shirt,COD
B-25793,10.5,87,63,-24,-38.10%,Loss,6,Low Cost Product,Clothing,Kurti,COD
B-25708,11.57,132,81,-51,-62.96%,Loss,7,Low Cost Product,Clothing,Stole,EMI
B-25847,26.4,193,264,71,26.89%,Profit,10,Low Cost Product,Furniture,Furnishings,Debit Card
B-25954,24,37,48,11,22.92%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-25997,48,33,48,15,31.25%,Profit,1,Low Cost Product,Clothing,Hankerchief,COD
B-25650,122.5,323,245,-78,-31.84%,Loss,2,Low Cost Product,Electronics,Printers,UPI
B-25883,29.2,104,146,42,28.77%,Profit,5,Low Cost Product,Clothing,Hankerchief,UPI
B-25945,122.5,235,245,10,4.08%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-25981,122.5,154,245,91,37.14%,Profit,2,Low Cost Product,Furniture,Bookcases,UPI
B-25862,26.67,77,80,3,3.75%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25877,53.8,236,269,33,12.27%,Profit,5,Low Cost Product,Furniture,Chairs,Debit Card
B-26090,26.67,58,80,22,27.50%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-26050,47.33,240,284,44,15.49%,Profit,6,Low Cost Product,Clothing,Hankerchief,COD
B-26072,104.33,269,313,44,14.06%,Profit,3,Low Cost Product,Electronics,Electronic Games,COD
B-25916,8.89,106,80,-26,-32.50%,Loss,9,Low Cost Product,Clothing,Skirt,EMI
B-25722,6,56,48,-8,-16.67%,Loss,8,Low Cost Product,Clothing,Stole,COD
B-25746,43.5,71,87,16,18.39%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-25753,9.4,161,47,-114,-242.55%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-25956,70,112,140,28,20.00%,Profit,2,Low Cost Product,Electronics,Phones,COD
B-25996,23.5,46,47,1,2.13%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25896,39.5,81,79,-2,-2.53%,Loss,2,Low Cost Product,Furniture,Furnishings,EMI
B-25796,11.14,142,78,-64,-82.05%,Loss,7,Low Cost Product,Clothing,Stole,EMI
B-25798,23.5,50,47,-3,-6.38%,Loss,2,Low Cost Product,Clothing,Stole,COD
B-26043,46.25,137,185,48,25.95%,Profit,4,Low Cost Product,Clothing,Stole,UPI
B-26028,38.5,41,77,36,46.75%,Profit,2,Low Cost Product,Clothing,Shirt,EMI
B-25812,51.8,212,259,47,18.15%,Profit,5,Low Cost Product,Clothing,Hankerchief,UPI
B-25605,10.71,75,75,0,0.00%,Breakeven Point,7,Low Cost Product,Clothing,Saree,EMI
B-25702,25,75,75,0,0.00%,Breakeven Point,3,Low Cost Product,Clothing,Shirt,EMI
B-25940,11.5,46,46,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Leggings,COD
B-26087,15.33,33,46,13,28.26%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25955,40,187,200,13,6.50%,Profit,5,Low Cost Product,Electronics,Phones,COD
B-25626,46,60,46,-14,-30.43%,Loss,1,Low Cost Product,Electronics,Phones,COD
B-25811,31.5,74,126,52,41.27%,Profit,4,Low Cost Product,Clothing,Hankerchief,UPI
B-25856,24.67,45,74,29,39.19%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25628,11.25,32,45,13,28.89%,Profit,4,Low Cost Product,Clothing,Skirt,COD
B-26016,24.67,65,74,9,12.16%,Profit,3,Low Cost Product,Clothing,Shirt,UPI
B-25999,64.5,118,129,11,8.53%,Profit,2,Low Cost Product,Electronics,Phones,UPI
B-26043,17.43,72,122,50,40.98%,Profit,7,Low Cost Product,Clothing,Stole,UPI
B-25743,24.67,125,74,-51,-68.92%,Loss,3,Low Cost Product,Clothing,Stole,UPI
B-26014,55.6,239,278,39,14.03%,Profit,5,Low Cost Product,Furniture,Chairs,Debit Card
B-25876,70.5,268,282,14,4.96%,Profit,4,Low Cost Product,Clothing,Trousers,Debit Card
B-25785,22.5,45,45,0,0.00%,Breakeven Point,2,Low Cost Product,Clothing,T-shirt,COD
B-25810,15,39,45,6,13.33%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-25833,15,29,45,16,35.56%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25931,24.33,109,73,-36,-49.32%,Loss,3,Low Cost Product,Furniture,Chairs,UPI
B-25852,11.25,33,45,12,26.67%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25738,24,78,72,-6,-8.33%,Loss,3,Low Cost Product,Clothing,Saree,UPI
B-25921,14.2,115,71,-44,-61.97%,Loss,5,Low Cost Product,Electronics,Accessories,UPI
B-25685,11.25,47,45,-2,-4.44%,Loss,4,Low Cost Product,Clothing,Shirt,COD
B-25996,47.67,146,286,140,48.95%,Profit,6,Low Cost Product,Clothing,Shirt,Debit Card
B-25663,147,156,294,138,46.94%,Profit,2,Low Cost Product,Electronics,Printers,Debit Card
B-25888,74.33,219,223,4,1.79%,Profit,3,Low Cost Product,Electronics,Phones,COD
B-25677,20,22,20,-2,-10.00%,Loss,1,Low Cost Product,Electronics,Accessories,UPI
B-26045,50.33,227,302,75,24.83%,Profit,6,Low Cost Product,Furniture,Furnishings,Debit Card
B-26002,56.5,85,113,28,24.78%,Profit,2,Low Cost Product,Clothing,Saree,UPI
B-25953,14.67,42,44,2,4.55%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25617,61,575,305,-270,-88.52%,Loss,5,Low Cost Product,Electronics,Electronic Games,Debit Card
B-25702,102,453,306,-147,-48.04%,Loss,3,Low Cost Product,Clothing,Saree,Debit Card
B-25799,14,134,70,-64,-91.43%,Loss,5,Low Cost Product,Clothing,Stole,UPI
B-25985,11,33,44,11,25.00%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25952,14.67,30,44,14,31.82%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25754,63.8,7,319,312,97.81%,Profit,5,Low Cost Product,Clothing,Saree,Debit Card
B-25770,23.92,567,287,-280,-97.56%,Loss,12,Low Cost Product,Furniture,Chairs,UPI
B-25954,14.67,34,44,10,22.73%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25657,72,468,288,-180,-62.50%,Loss,4,Low Cost Product,Furniture,Chairs,COD
B-25801,24.5,80,49,-31,-63.27%,Loss,2,Low Cost Product,Clothing,Stole,COD
B-26000,10.75,53,43,-10,-23.26%,Loss,4,Low Cost Product,Clothing,Skirt,COD
B-25897,14.33,38,43,5,11.63%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25681,22.67,95,68,-27,-39.71%,Loss,3,Low Cost Product,Electronics,Accessories,UPI
B-25852,320,176,320,144,45.00%,Profit,1,Low Cost Product,Electronics,Printers,Debit Card
B-26067,16.75,65,67,2,2.99%,Profit,4,Low Cost Product,Clothing,T-shirt,UPI
B-25601,13.2,78,66,-12,-18.18%,Loss,5,Low Cost Product,Clothing,Stole,UPI
B-25804,107,295,321,26,8.10%,Profit,3,Low Cost Product,Electronics,Printers,Debit Card
B-25751,21.5,48,43,-5,-11.63%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25630,22.8,153,114,-39,-34.21%,Loss,5,Low Cost Product,Clothing,Kurti,COD
B-25899,43,26,43,17,39.53%,Profit,1,Low Cost Product,Clothing,Saree,COD
B-25751,14.33,22,43,21,48.84%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-26081,127.4,587,637,50,7.85%,Profit,5,Low Cost Product,Clothing,Saree,COD
B-25851,150,258,300,42,14.00%,Profit,2,Low Cost Product,Electronics,Printers,COD
B-26036,48.71,297,341,44,12.90%,Profit,7,Low Cost Product,Furniture,Furnishings,UPI
B-25704,34,102,102,0,0.00%,Breakeven Point,3,Low Cost Product,Electronics,Phones,COD
B-25761,109.33,343,328,-15,-4.57%,Loss,3,Low Cost Product,Electronics,Electronic Games,Debit Card
B-25978,48.71,181,341,160,46.92%,Profit,7,Low Cost Product,Clothing,Stole,Debit Card
B-26077,8.86,51,62,11,17.74%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25981,14,29,42,13,30.95%,Profit,3,Low Cost Product,Clothing,Leggings,COD
B-26043,12.4,34,62,28,45.16%,Profit,5,Low Cost Product,Clothing,Hankerchief,UPI
B-25896,21,35,42,7,16.67%,Profit,2,Low Cost Product,Clothing,Kurti,COD
B-25790,42,45,42,-3,-7.14%,Loss,1,Low Cost Product,Electronics,Electronic Games,COD
B-25789,62.6,326,313,-13,-4.15%,Loss,5,Low Cost Product,Furniture,Bookcases,UPI
B-26061,54.5,57,109,52,47.71%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-25923,75.33,168,226,58,25.66%,Profit,3,Low Cost Product,Electronics,Accessories,COD
B-25868,62,63,62,-1,-1.61%,Loss,1,Low Cost Product,Electronics,Phones,UPI
B-25777,15.25,86,61,-25,-40.98%,Loss,4,Low Cost Product,Electronics,Accessories,UPI
B-25999,44.4,148,222,74,33.33%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25854,48.86,496,342,-154,-45.03%,Loss,7,Low Cost Product,Furniture,Furnishings,Debit Card
B-25667,114.67,378,344,-34,-9.88%,Loss,3,Low Cost Product,Clothing,Saree,Debit Card
B-25829,49.29,307,345,38,11.01%,Profit,7,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25705,23,46,46,0,0.00%,Breakeven Point,2,Low Cost Product,Electronics,Electronic Games,COD
B-25843,51,181,255,74,29.02%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25958,120,328,360,32,8.89%,Profit,3,Low Cost Product,Clothing,Saree,UPI
B-25893,124,313,372,59,15.86%,Profit,3,Low Cost Product,Electronics,Printers,UPI
B-25855,30.5,31,61,30,49.18%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25616,8.4,30,42,12,28.57%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25630,21,68,42,-26,-61.90%,Loss,2,Low Cost Product,Clothing,Kurti,COD
B-25936,15.25,36,61,25,40.98%,Profit,4,Low Cost Product,Clothing,Saree,UPI
B-25830,6.83,30,41,11,26.83%,Profit,6,Low Cost Product,Clothing,Hankerchief,COD
B-25930,13.33,27,40,13,32.50%,Profit,3,Low Cost Product,Clothing,T-shirt,COD
B-25808,29.5,38,59,21,35.59%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-25979,28.5,30,57,27,47.37%,Profit,2,Low Cost Product,Clothing,Shirt,UPI
B-25687,17,11,17,6,35.29%,Profit,1,Low Cost Product,Clothing,Stole,UPI
B-26087,20,30,40,10,25.00%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25764,174.5,373,349,-24,-6.88%,Loss,2,Low Cost Product,Clothing,Saree,Debit Card
B-25782,47.86,357,335,-22,-6.57%,Loss,7,Low Cost Product,Furniture,Chairs,UPI
B-25854,13.33,24,40,16,40.00%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-26085,20,23,40,17,42.50%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25630,13.33,47,40,-7,-17.50%,Loss,3,Low Cost Product,Clothing,Stole,COD
B-25999,44,278,352,74,21.02%,Profit,8,Low Cost Product,Clothing,Stole,Debit Card
B-25648,13.75,81,55,-26,-47.27%,Loss,4,Low Cost Product,Clothing,Saree,UPI
B-25952,70.4,334,352,18,5.11%,Profit,5,Low Cost Product,Clothing,Trousers,Debit Card
B-25710,13.25,71,53,-18,-33.96%,Loss,4,Low Cost Product,Clothing,T-shirt,UPI
B-25685,25.5,44,51,7,13.73%,Profit,2,Low Cost Product,Furniture,Furnishings,UPI
B-25740,13.33,77,40,-37,-92.50%,Loss,3,Low Cost Product,Clothing,Stole,COD
B-25973,7.8,25,39,14,35.90%,Profit,5,Low Cost Product,Clothing,Leggings,COD
B-25769,177.5,359,355,-4,-1.13%,Loss,2,Low Cost Product,Clothing,Saree,Debit Card
B-25687,178.5,218,357,139,38.94%,Profit,2,Low Cost Product,Clothing,Saree,Debit Card
